timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777735376186,30001,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-4,text,false,,2785,0,2,2,http://localhost:8080/api/ai/post/generate,0,0,1
1777735377187,30001,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-5,text,false,,2785,0,1,1,http://localhost:8080/api/ai/post/generate,0,0,1
1777735431332,30029,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-1,text,false,,2785,0,5,28,http://localhost:8080/api/ai/post/generate,0,0,25
1777735432165,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-2,text,false,,2785,0,5,19,http://localhost:8080/api/ai/post/generate,0,0,1
1777735433175,30003,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-3,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,2
1777735434164,30003,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-4,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,1
1777735435163,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-5,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,1
1777735461362,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-1,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,1
1777735462168,30001,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-2,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,0
1777735463178,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-3,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,0
1777735464167,30001,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-4,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,1
1777735465165,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-5,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,1
1777735491366,30001,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-1,text,false,,2785,0,5,5,http://localhost:8080/api/ai/post/generate,0,0,1
1777735492171,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-2,text,false,,2785,0,4,4,http://localhost:8080/api/ai/post/generate,0,0,0
1777735493181,30003,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-3,text,false,,2785,0,3,3,http://localhost:8080/api/ai/post/generate,0,0,1
1777735494170,30001,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-4,text,false,,2785,0,2,2,http://localhost:8080/api/ai/post/generate,0,0,0
1777735495168,30002,AI生成帖子,Non HTTP response code: java.net.SocketTimeoutException,Non HTTP response message: Read timed out,AI接口测试-5并发 2-5,text,false,,2785,0,1,1,http://localhost:8080/api/ai/post/generate,0,0,1
