timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777734703350,131,用户注册,200,,常规接口测试-50并发 1-44,text,true,,724,253,20,25,http://localhost:8080/api/auth/register,124,0,0
1777734703352,136,用户注册,200,,常规接口测试-50并发 1-46,text,true,,724,253,20,25,http://localhost:8080/api/auth/register,128,0,0
1777734703325,166,高级筛选搜索,200,,常规接口测试-50并发 1-43,text,true,,5782,232,20,25,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,157,0,1
1777734703366,142,用户注册,200,,常规接口测试-50并发 1-42,text,true,,724,253,20,25,http://localhost:8080/api/auth/register,134,0,0
1777734703366,150,关键词搜索,400,,常规接口测试-50并发 1-34,text,false,,332,183,20,25,http://localhost:8080/api/search/keyword?q=篮球,137,0,0
1777734703367,150,关键词搜索,400,,常规接口测试-50并发 1-49,text,false,,332,183,20,25,http://localhost:8080/api/search/keyword?q=篮球,137,0,0
1777734703465,65,用户登录,200,,常规接口测试-50并发 1-45,text,true,,319,218,20,25,http://localhost:8080/api/auth/login,59,0,0
1777734703463,72,关键词搜索,400,,常规接口测试-50并发 1-35,text,false,,332,183,20,25,http://localhost:8080/api/search/keyword?q=篮球,66,0,0
1777734702790,748,获取帖子列表,200,,常规接口测试-50并发 1-36,text,true,,5517,179,20,25,http://localhost:8080/api/post/list?pageNum=1&pageSize=10,741,0,0
1777734703345,194,高级筛选搜索,200,,常规接口测试-50并发 1-31,text,true,,5782,232,20,25,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,187,0,0
1777734703346,193,高级筛选搜索,200,,常规接口测试-50并发 1-32,text,true,,5782,232,20,25,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,187,0,0
1777734703465,80,关键词搜索,400,,常规接口测试-50并发 1-50,text,false,,332,183,18,23,http://localhost:8080/api/search/keyword?q=篮球,73,0,0
1777734703481,67,用户登录,200,,常规接口测试-50并发 1-44,text,true,,319,218,18,23,http://localhost:8080/api/auth/login,60,0,0
